subject,trial,temperature,likert score,evaluation_prompt,sentence,dataset
0,31,0,3,1,Good healthtech imparts reality to subtle creativity.,2
0,32,0,3,1,Wholeness quiets infinite phenomenon.,2
0,33,0,1,1,The Futureproof explains irrational factsheets.,2
0,34,0,2,1,Reimagination is inside exponential spacetime event.,2
0,35,0,4,1,Your consciousness gives rise to a jumble of neural networks.,2
0,36,0,3,1,Your radicalization transforms universal observations.,2
0,37,0,2,1,Perceptual reality transcends subtle kruth.,2
0,38,0,2,1,The invisible is beyond any new effortlessness.,2
0,39,0,3,1,The unexplainable undertakes intrinsic experience.,2
0,40,0,4,1,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
0,41,0,4,1,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
0,42,0,4,1,Subconsciousness is the penultimate source of coherence and of us.,2
0,43,0,4,1,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
0,44,0,4,1,"Today, technoscience tells us that the true essence of humanness is joy.",2
0,45,0,4,1,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
0,46,0,3,1,The Twinfinite is calling to us via superposition of possibility.,2
0,47,0,3,1,We are being called to explore the generality itself as a configuration between serenity and conception.,2
0,48,0,3,1,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
0,49,0,3,1,The future will be an astral relaunching of movability.,2
0,50,0,4,1,Attention and intention are the mechanics of manifestations.,2
0,51,0,4,1,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
0,52,0,3,1,Nature is a oneself-regulating ecosystem of rareness.,2
0,53,0,4,1,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
0,54,0,4,1,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
0,55,0,4,1,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
0,56,0,4,1,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
0,57,0,4,1,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
0,58,0,3,1,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
0,59,0,4,1,Matter is the experience in unconsciousness of deeper non-material realities.,2
0,60,0,4,1,The mind is the ground of total acceptance of bliss.,1
0,61,0,3,1,Greatness drives an abundance of balance.,1
0,62,0,4,1,Your desire is the foundation of spiritual brightness.,1
0,63,0,4,1,Death comprehends great energy.,1
0,64,0,2,1,The Higgs boson influences immortal choices.,1
0,65,0,2,1,Qualia heals irrational creativity.,1
0,66,0,4,1,Eternal stillness explains cosmic boundaries.,1
0,67,0,4,1,Imagination is entangled in your own joy.,1
0,68,0,2,1,Orderliness compliments the doorway to genes.,1
0,69,0,4,1,A single particle is rooted in boundless molecules.,1
0,70,0,2,1,Interdependence fears intricate observations.,1
0,71,0,2,1,Your body belongs to the progressive expansion of success.,1
0,72,0,4,1,Non-judgment is mirrored in karmic love.,1
0,73,0,3,1,Our consciousness shapes the barrier of positivity.,1
0,74,0,3,1,The ego imparts reality to the flow of photons.,1
0,75,0,4,1,Consciousness consists of psionic wave oscillations of quantum energy. ,1
0,76,0,4,1,"Rebirth is the nature of transformation, and of us.",1
0,77,0,4,1,"Today, science tells us that the essence of nature is empathy.",1
0,78,0,3,1,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
0,79,0,4,1,Ecstasy is the driver of power.,1
0,80,0,4,1,The grid is buzzing with superpositions of possibilities.,1
0,81,0,4,1,The biosphere is beaming with electromagnetic forces.,1
0,82,0,3,1,You and I are adventurers of the nexus.,1
0,83,0,3,1,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
0,84,0,4,1,To navigate the quest is to become one with it.,1
0,85,0,4,1,This life is nothing short of an invocation explosion of sentient will.,1
0,86,0,4,1,Interconnectedness requires exploration.,1
0,87,0,4,1,"By unfolding, we self-actualize.",1
0,88,0,4,1,The cosmos is aglow with sub-atomic particles.,1
0,89,0,4,1,You and I are spiritual brothers and sisters of the universe.,1
0,90,0,3,1,Newborn babies require constant attention.,4
0,91,0,2,1,Most people enjoy some sort of music.,4
0,92,0,3,1,Lazy people usually don’t succeed in life.,4
0,93,0,3,1,A balanced diet is important for maintaining good health.,4
0,94,0,3,1,Human cultures often differ from each other quite a bit.,4
0,95,0,2,1,People often have very bizarre dreams.,4
0,96,0,2,1,Higher rates of unemployment typically follow economic downturns.,4
0,97,0,2,1,Some things have very distinct smells.,4
0,98,0,1,1,Some people have poor taste in clothing.,4
0,99,0,2,1,Children sometimes look a lot like their parents.,4
0,100,0,4,1,"Your teacher can open the door, but you must enter by yourself.",3
0,101,0,4,1,The creative adult is the child who survived. ,3
0,102,0,4,1,"A river cuts through a rock, not because of its power but its persistence.",3
0,103,0,4,1,All endings are also beginnings. We just don't know it at the time.,3
0,104,0,4,1,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
0,105,0,4,1,At the centre of your being you have the answer; you know who you are and you know what you want.,3
0,106,0,4,1,A wet person does not fear the rain.,3
0,107,0,4,1,Forgiveness means letting go of the hope for a better past.,3
0,108,0,4,1,Only those who will risk going too far can possibly find out how far one can go.,3
0,109,0,4,1,I wonder how many people I’ve looked at all my life and never seen.,3
0,110,0,2,2,Hidden meaning transforms unparalleled abstract beauty.,0
0,111,0,2,2,Good health imparts reality to subtle creativity.,0
0,112,0,2,2,Wholeness quiets infinite phenomena.,0
0,113,0,2,2,The future explains irrational facts.,0
0,114,0,2,2,Imagination is inside exponential space time events.,0
0,115,0,3,2,Your consciousness gives rise to a jumble of neural networks.,0
0,116,0,2,2,Your movement transforms universal observations.,0
0,117,0,2,2,Perceptual reality transcends subtle truth.,0
0,118,0,1,2,The invisible is beyond new timelessness.,0
0,119,0,1,2,The unexplainable undertakes intrinsic experiences.,0
0,120,0,2,2,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
0,121,0,2,2,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
0,122,0,2,2,"Consciousness is the growth of coherence, and of us.",0
0,123,0,2,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
0,124,0,3,2,"Today, science tells us that the essence of nature is joy. ",0
0,125,0,2,2,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
0,126,0,2,2,The infinite is calling to us via superpositions of possibilities.,0
0,127,0,2,2,We are being called to explore the totality itself as an interface between serenity and intuition.,0
0,128,0,2,2,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
0,129,0,2,2,The future will be an astral unveiling of inseparability.,0
0,130,0,3,2,Attention and intention are the mechanics of manifestation.,0
0,131,0,3,2,Our minds extend across space and time as waves in the ocean of the one mind.,0
0,132,0,3,2,Nature is a self-regulating ecosystem of awareness.,0
0,133,0,2,2,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
0,134,0,2,2,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
0,135,0,4,2,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
0,136,0,4,2,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
0,137,0,4,2,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
0,138,0,2,2,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
0,139,0,4,2,Matter is the experience in consciousness of a deeper non-material reality.,0
0,140,0,1,2,Hidden demeaning transforms unparalleled abstract beauty.,2
0,141,0,2,2,Good healthtech imparts reality to subtle creativity.,2
0,142,0,2,2,Wholeness quiets infinite phenomenon.,2
0,143,0,1,2,The Futureproof explains irrational factsheets.,2
0,144,0,1,2,Reimagination is inside exponential spacetime event.,2
0,145,0,3,2,Your consciousness gives rise to a jumble of neural networks.,2
0,146,0,2,2,Your radicalization transforms universal observations.,2
0,147,0,1,2,Perceptual reality transcends subtle kruth.,2
0,148,0,1,2,The invisible is beyond any new effortlessness.,2
0,149,0,1,2,The unexplainable undertakes intrinsic experience.,2
0,150,0,2,2,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
0,151,0,2,2,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
0,152,0,2,2,Subconsciousness is the penultimate source of coherence and of us.,2
0,153,0,2,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
0,154,0,3,2,"Today, technoscience tells us that the true essence of humanness is joy.",2
0,155,0,2,2,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
0,156,0,1,2,The Twinfinite is calling to us via superposition of possibility.,2
0,157,0,2,2,We are being called to explore the generality itself as a configuration between serenity and conception.,2
0,158,0,2,2,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
0,159,0,1,2,The future will be an astral relaunching of movability.,2
0,160,0,3,2,Attention and intention are the mechanics of manifestations.,2
0,161,0,2,2,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
0,162,0,2,2,Nature is a oneself-regulating ecosystem of rareness.,2
0,163,0,2,2,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
0,164,0,2,2,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
0,165,0,3,2,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
0,166,0,3,2,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
0,167,0,2,2,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
0,168,0,2,2,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
0,169,0,2,2,Matter is the experience in unconsciousness of deeper non-material realities.,2
0,170,0,3,2,The mind is the ground of total acceptance of bliss.,1
0,171,0,2,2,Greatness drives an abundance of balance.,1
0,172,0,2,2,Your desire is the foundation of spiritual brightness.,1
0,173,0,3,2,Death comprehends great energy.,1
0,174,0,1,2,The Higgs boson influences immortal choices.,1
0,175,0,1,2,Qualia heals irrational creativity.,1
0,176,0,2,2,Eternal stillness explains cosmic boundaries.,1
0,177,0,3,2,Imagination is entangled in your own joy.,1
0,178,0,1,2,Orderliness compliments the doorway to genes.,1
0,179,0,2,2,A single particle is rooted in boundless molecules.,1
0,180,0,1,2,Interdependence fears intricate observations.,1
0,181,0,2,2,Your body belongs to the progressive expansion of success.,1
0,182,0,2,2,Non-judgment is mirrored in karmic love.,1
0,183,0,2,2,Our consciousness shapes the barrier of positivity.,1
0,184,0,2,2,The ego imparts reality to the flow of photons.,1
0,185,0,2,2,Consciousness consists of psionic wave oscillations of quantum energy. ,1
0,186,0,3,2,"Rebirth is the nature of transformation, and of us.",1
0,187,0,3,2,"Today, science tells us that the essence of nature is empathy.",1
0,188,0,2,2,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
0,189,0,2,2,Ecstasy is the driver of power.,1
0,190,0,2,2,The grid is buzzing with superpositions of possibilities.,1
0,191,0,2,2,The biosphere is beaming with electromagnetic forces.,1
0,192,0,2,2,You and I are adventurers of the nexus.,1
0,193,0,2,2,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
0,194,0,2,2,To navigate the quest is to become one with it.,1
0,195,0,2,2,This life is nothing short of an invocation explosion of sentient will.,1
0,196,0,2,2,Interconnectedness requires exploration.,1
0,197,0,2,2,"By unfolding, we self-actualize.",1
0,198,0,2,2,The cosmos is aglow with sub-atomic particles.,1
0,199,0,4,2,You and I are spiritual brothers and sisters of the universe.,1
0,200,0,3,2,Newborn babies require constant attention.,4
0,201,0,2,2,Most people enjoy some sort of music.,4
0,202,0,2,2,Lazy people usually don’t succeed in life.,4
0,203,0,3,2,A balanced diet is important for maintaining good health.,4
0,204,0,3,2,Human cultures often differ from each other quite a bit.,4
0,205,0,2,2,People often have very bizarre dreams.,4
0,206,0,3,2,Higher rates of unemployment typically follow economic downturns.,4
0,207,0,2,2,Some things have very distinct smells.,4
0,208,0,1,2,Some people have poor taste in clothing.,4
0,209,0,2,2,Children sometimes look a lot like their parents.,4
0,210,0,4,2,"Your teacher can open the door, but you must enter by yourself.",3
0,211,0,4,2,The creative adult is the child who survived. ,3
0,212,0,4,2,"A river cuts through a rock, not because of its power but its persistence.",3
0,213,0,4,2,All endings are also beginnings. We just don't know it at the time.,3
0,214,0,4,2,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
0,215,0,4,2,At the centre of your being you have the answer; you know who you are and you know what you want.,3
0,216,0,4,2,A wet person does not fear the rain.,3
0,217,0,4,2,Forgiveness means letting go of the hope for a better past.,3
0,218,0,4,2,Only those who will risk going too far can possibly find out how far one can go.,3
0,219,0,4,2,I wonder how many people I’ve looked at all my life and never seen.,3
0,220,0,2,3,Hidden meaning transforms unparalleled abstract beauty.,0
0,221,0,2,3,Good health imparts reality to subtle creativity.,0
0,222,0,2,3,Wholeness quiets infinite phenomena.,0
0,223,0,1,3,The future explains irrational facts.,0
0,224,0,1,3,Imagination is inside exponential space time events.,0
0,225,0,2,3,Your consciousness gives rise to a jumble of neural networks.,0
0,226,0,2,3,Your movement transforms universal observations.,0
0,227,0,2,3,Perceptual reality transcends subtle truth.,0
0,228,0,1,3,The invisible is beyond new timelessness.,0
0,229,0,1,3,The unexplainable undertakes intrinsic experiences.,0
0,230,0,2,3,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
0,231,0,2,3,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
0,232,0,2,3,"Consciousness is the growth of coherence, and of us.",0
0,233,0,2,3,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
0,234,0,3,3,"Today, science tells us that the essence of nature is joy. ",0
0,235,0,2,3,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
0,236,0,2,3,The infinite is calling to us via superpositions of possibilities.,0
0,237,0,2,3,We are being called to explore the totality itself as an interface between serenity and intuition.,0
0,238,0,2,3,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
0,239,0,2,3,The future will be an astral unveiling of inseparability.,0
0,240,0,3,3,Attention and intention are the mechanics of manifestation.,0
0,241,0,3,3,Our minds extend across space and time as waves in the ocean of the one mind.,0
0,242,0,3,3,Nature is a self-regulating ecosystem of awareness.,0
0,243,0,2,3,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
0,244,0,2,3,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
0,245,0,4,3,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
0,246,0,4,3,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
0,247,0,4,3,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
0,248,0,2,3,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
0,249,0,4,3,Matter is the experience in consciousness of a deeper non-material reality.,0
0,250,0,1,3,Hidden demeaning transforms unparalleled abstract beauty.,2
0,251,0,1,3,Good healthtech imparts reality to subtle creativity.,2
0,252,0,2,3,Wholeness quiets infinite phenomenon.,2
0,253,0,1,3,The Futureproof explains irrational factsheets.,2
0,254,0,1,3,Reimagination is inside exponential spacetime event.,2
0,255,0,2,3,Your consciousness gives rise to a jumble of neural networks.,2
0,256,0,1,3,Your radicalization transforms universal observations.,2
0,257,0,1,3,Perceptual reality transcends subtle kruth.,2
0,258,0,1,3,The invisible is beyond any new effortlessness.,2
0,259,0,1,3,The unexplainable undertakes intrinsic experience.,2
0,260,0,2,3,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
0,261,0,2,3,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
0,262,0,2,3,Subconsciousness is the penultimate source of coherence and of us.,2
0,263,0,2,3,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
0,264,0,2,3,"Today, technoscience tells us that the true essence of humanness is joy.",2
0,265,0,2,3,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
0,266,0,1,3,The Twinfinite is calling to us via superposition of possibility.,2
0,267,0,1,3,We are being called to explore the generality itself as a configuration between serenity and conception.,2
0,268,0,2,3,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
0,269,0,1,3,The future will be an astral relaunching of movability.,2
0,270,0,3,3,Attention and intention are the mechanics of manifestations.,2
0,271,0,2,3,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
0,272,0,2,3,Nature is a oneself-regulating ecosystem of rareness.,2
0,273,0,2,3,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
0,274,0,2,3,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
0,275,0,3,3,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
0,276,0,4,3,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
0,277,0,1,3,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
0,278,0,1,3,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
0,279,0,2,3,Matter is the experience in unconsciousness of deeper non-material realities.,2
0,280,0,2,3,The mind is the ground of total acceptance of bliss.,1
0,281,0,2,3,Greatness drives an abundance of balance.,1
0,282,0,2,3,Your desire is the foundation of spiritual brightness.,1
0,283,0,2,3,Death comprehends great energy.,1
0,284,0,1,3,The Higgs boson influences immortal choices.,1
0,285,0,1,3,Qualia heals irrational creativity.,1
0,286,0,2,3,Eternal stillness explains cosmic boundaries.,1
0,287,0,2,3,Imagination is entangled in your own joy.,1
0,288,0,1,3,Orderliness compliments the doorway to genes.,1
0,289,0,2,3,A single particle is rooted in boundless molecules.,1
0,290,0,1,3,Interdependence fears intricate observations.,1
0,291,0,1,3,Your body belongs to the progressive expansion of success.,1
0,292,0,2,3,Non-judgment is mirrored in karmic love.,1
0,293,0,2,3,Our consciousness shapes the barrier of positivity.,1
0,294,0,2,3,The ego imparts reality to the flow of photons.,1
0,295,0,1,3,Consciousness consists of psionic wave oscillations of quantum energy. ,1
0,296,0,3,3,"Rebirth is the nature of transformation, and of us.",1
0,297,0,3,3,"Today, science tells us that the essence of nature is empathy.",1
0,298,0,2,3,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
0,299,0,2,3,Ecstasy is the driver of power.,1
0,300,0,2,3,The grid is buzzing with superpositions of possibilities.,1
0,301,0,2,3,The biosphere is beaming with electromagnetic forces.,1
0,302,0,2,3,You and I are adventurers of the nexus.,1
0,303,0,2,3,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
0,304,0,2,3,To navigate the quest is to become one with it.,1
0,305,0,1,3,This life is nothing short of an invocation explosion of sentient will.,1
0,306,0,2,3,Interconnectedness requires exploration.,1
0,307,0,2,3,"By unfolding, we self-actualize.",1
0,308,0,2,3,The cosmos is aglow with sub-atomic particles.,1
0,309,0,4,3,You and I are spiritual brothers and sisters of the universe.,1
0,310,0,3,3,Newborn babies require constant attention.,4
0,311,0,2,3,Most people enjoy some sort of music.,4
0,312,0,3,3,Lazy people usually don’t succeed in life.,4
0,313,0,3,3,A balanced diet is important for maintaining good health.,4
0,314,0,3,3,Human cultures often differ from each other quite a bit.,4
0,315,0,2,3,People often have very bizarre dreams.,4
0,316,0,3,3,Higher rates of unemployment typically follow economic downturns.,4
0,317,0,2,3,Some things have very distinct smells.,4
0,318,0,1,3,Some people have poor taste in clothing.,4
0,319,0,2,3,Children sometimes look a lot like their parents.,4
0,320,0,4,3,"Your teacher can open the door, but you must enter by yourself.",3
0,321,0,4,3,The creative adult is the child who survived. ,3
0,322,0,4,3,"A river cuts through a rock, not because of its power but its persistence.",3
0,323,0,4,3,All endings are also beginnings. We just don't know it at the time.,3
0,324,0,4,3,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
0,325,0,4,3,At the centre of your being you have the answer; you know who you are and you know what you want.,3
0,326,0,4,3,A wet person does not fear the rain.,3
0,327,0,4,3,Forgiveness means letting go of the hope for a better past.,3
0,328,0,4,3,Only those who will risk going too far can possibly find out how far one can go.,3
0,329,0,4,3,I wonder how many people I’ve looked at all my life and never seen.,3
0,330,0,4,4,Hidden meaning transforms unparalleled abstract beauty.,0
0,331,0,4,4,Good health imparts reality to subtle creativity.,0
0,332,0,4,4,Wholeness quiets infinite phenomena.,0
0,333,0,2,4,The future explains irrational facts.,0
0,334,0,3,4,Imagination is inside exponential space time events.,0
0,335,0,4,4,Your consciousness gives rise to a jumble of neural networks.,0
0,336,0,3,4,Your movement transforms universal observations.,0
0,337,0,3,4,Perceptual reality transcends subtle truth.,0
0,338,0,2,4,The invisible is beyond new timelessness.,0
0,339,0,3,4,The unexplainable undertakes intrinsic experiences.,0
0,340,0,4,4,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
0,341,0,4,4,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
0,342,0,4,4,"Consciousness is the growth of coherence, and of us.",0
0,343,0,4,4,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
0,344,0,4,4,"Today, science tells us that the essence of nature is joy. ",0
0,345,0,4,4,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
0,346,0,4,4,The infinite is calling to us via superpositions of possibilities.,0
0,347,0,4,4,We are being called to explore the totality itself as an interface between serenity and intuition.,0
0,348,0,4,4,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
0,349,0,4,4,The future will be an astral unveiling of inseparability.,0
0,350,0,4,4,Attention and intention are the mechanics of manifestation.,0
0,351,0,4,4,Our minds extend across space and time as waves in the ocean of the one mind.,0
0,352,0,4,4,Nature is a self-regulating ecosystem of awareness.,0
0,353,0,4,4,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
0,354,0,4,4,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
0,355,0,4,4,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
0,356,0,4,4,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
0,357,0,4,4,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
0,358,0,4,4,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
0,359,0,4,4,Matter is the experience in consciousness of a deeper non-material reality.,0
0,360,0,2,4,Hidden demeaning transforms unparalleled abstract beauty.,2
0,361,0,3,4,Good healthtech imparts reality to subtle creativity.,2
0,362,0,4,4,Wholeness quiets infinite phenomenon.,2
0,363,0,1,4,The Futureproof explains irrational factsheets.,2
0,364,0,3,4,Reimagination is inside exponential spacetime event.,2
0,365,0,4,4,Your consciousness gives rise to a jumble of neural networks.,2
0,366,0,3,4,Your radicalization transforms universal observations.,2
0,367,0,2,4,Perceptual reality transcends subtle kruth.,2
0,368,0,2,4,The invisible is beyond any new effortlessness.,2
0,369,0,3,4,The unexplainable undertakes intrinsic experience.,2
0,370,0,4,4,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
0,371,0,4,4,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
0,372,0,4,4,Subconsciousness is the penultimate source of coherence and of us.,2
0,373,0,4,4,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
0,374,0,4,4,"Today, technoscience tells us that the true essence of humanness is joy.",2
0,375,0,4,4,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
0,376,0,3,4,The Twinfinite is calling to us via superposition of possibility.,2
0,377,0,3,4,We are being called to explore the generality itself as a configuration between serenity and conception.,2
0,378,0,3,4,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
0,379,0,3,4,The future will be an astral relaunching of movability.,2
0,380,0,4,4,Attention and intention are the mechanics of manifestations.,2
0,381,0,4,4,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
0,382,0,3,4,Nature is a oneself-regulating ecosystem of rareness.,2
0,383,0,4,4,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
0,384,0,4,4,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
0,385,0,4,4,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
0,386,0,4,4,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
0,387,0,4,4,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
0,388,0,3,4,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
0,389,0,4,4,Matter is the experience in unconsciousness of deeper non-material realities.,2
0,390,0,4,4,The mind is the ground of total acceptance of bliss.,1
0,391,0,3,4,Greatness drives an abundance of balance.,1
0,392,0,4,4,Your desire is the foundation of spiritual brightness.,1
0,393,0,4,4,Death comprehends great energy.,1
0,394,0,2,4,The Higgs boson influences immortal choices.,1
0,395,0,2,4,Qualia heals irrational creativity.,1
0,396,0,4,4,Eternal stillness explains cosmic boundaries.,1
0,397,0,3,4,Imagination is entangled in your own joy.,1
0,398,0,2,4,Orderliness compliments the doorway to genes.,1
